Stock_Ticker,Decision_Date,Category,"MM_[-60,-30)_[-20,5)_NBS"
MMM,"January 20, 2009",TB|TVBF|TVB,-0.0151876260423|-0.00022189565041|0.00754916550834|-0.0128725483913|-0.00136705950663|0.00328752271119|-0.0083554012355|0.0205231574809|0.00438061954084|-0.00124743220379|-0.00976302790542|0.0136521299004|0.00115088496525|0.0107080038209|-0.00798493170643|0.00118064254231|-0.0133573243712|-0.00292648406567|0.00283511212283|0.0162901486465|-0.0181497497366|-0.0211452477993|-0.000890312590771|-0.0234061873652|0.0106001624439@0.0205754765788
WWW,"March 22, 2012",TB,-0.0100946486479|-0.0174596857158|0.0121071798786|-0.000923031307254|0.0191282984167|0.00345766793389|0.00820113504803|0.0205313262896|-0.0256072818886|-0.0117021422253|0.000652289410451|0.0161840158516|0.00523699227994|0.00249407783541|-0.010318097892|0.021375519658|0.000195710102127|-0.00379471444969|0.00957476312088|-0.00672149459618|0.0223182030564|-0.00061628840282|-0.00765116615983|-0.00323527624493|-0.000121124047408@0.0142841041687
NVDA,"March 21, 2012",TB,0.00567808701337|-0.00695750816133|-9.98298300998e-05|-0.0251614952291|-0.00664924195538|-0.00191283363388|0.000835551465212|0.0215101571768|-0.0373964440395|0.0116928557231|-0.00762619997711|-0.0079757672238|-0.0168463510186|-0.0140292911488|-0.016246801103|-0.0205668971489|-0.000534321228899|-0.00224505296973|-0.00515543094803|-0.0119937827742|0.00617139534542|0.0104690284413|-0.00508299003797|-0.00485399609232|0.0146633437926@0.0170292212511
AVT,"September 4, 2013",TB|T100,0.0015721319974|-0.00225355313884|0.0150919235454|-0.00495261351815|-0.000286799741901|0.0216750028793|-0.00414786861376|-0.0122798772569|0.00873749249144|0.0147167352655|0.00235105848504|-0.0197885897157|0.00503099916158|-0.00423711652058|0.00316666462929|-0.0121238913216|0.0183576659872|0.0036979312272|-0.0174941573012|-0.00961456754536|0.0257023011767|-0.0114065966932|0.00829918320059|0.0184743343635|0.0119015122514@0.00780930224009
ODP,"May 15, 2013",TB,0.0737461439649|0.0311496057311|-0.00162355994698|0.0220210611931|-0.0738788630283|-0.0327338872265|-0.0235660068304|0.0141690103301|-0.0308428528266|0.0310891700119|0.0553874902406|-0.035721791367|-0.0279846006559|-0.00881051582446|-0.0393079977119|-0.00962193512151|0.0182741604707|0.00900191367325|0.00176166731344|-0.023502215094|0.0221941796015|-0.00789715589002|-0.0106486457033|0.0201024835289|-0.00653768033984@0.0323740145621
BBBY,"December 2, 2015",TB,0.023089099861|-0.00903019728713|0.0149899372917|0.00773193935255|-0.00417930297008|-0.0076740761651|-0.0339401706092|0.0146647948705|-0.0422405081092|-0.0170505524093|0.00254478214964|0.00581322424492|0.000495454257425|-0.000813379028088|-0.00694270940386|0.0249686740099|0.0251452062565|0.010229230838|-0.0097769040053|-0.0202754770282|0.0159810568913|0.0114717460205|0.00334305392014|0.0136252806381|0.00785280433801@0.00892791088562
EA,"May 1, 2015",TB,0.00597879902745|-0.0170056082057|0.0161670634162|-0.00385768045084|-0.0148029902486|0.00750731320333|-0.00890772421767|-0.00230822110269|-0.00777779834878|0.0016577671241|0.00784149312033|0.00808174466319|0.0271302038802|0.0103473316257|-0.00325026630846|-0.00182215794308|0.0146343221178|-0.00623854369132|0.00630320723901|0.016776779278|0.00375335152467|-0.00105106001145|0.0213877004771|0.0341782540422|-0.017859435158@0.0103358903159
RTEC,"May 1, 2012",TB,-0.00392208489649|-0.011676608304|-0.0155495322427|0.0180236231035|0.00652448353696|0.0116416274867|0.0153441470961|0.00906998596961|0.00107495801041|0.00445500001547|0.00306470918228|0.00519673782105|-0.0101520853546|-0.00189835173665|-0.0197521343864|-0.0155173998618|0.0362412640602|0.00571977817911|0.00189585224363|-0.00252416513954|-0.0141753215819|-0.0824454981173|-0.00546621104585|-0.00803246370758|-0.0071799780675@0.0143362026614
MSFT,"December 4, 2008",TB|T100|TVA|TVB|TV100,-0.019123320547|-0.000106613553735|-0.00757834946361|-0.0119849355626|0.0210966751774|0.00179316052846|-0.0215419741531|-0.0211916847604|-0.0146107803592|0.00577336421537|-0.0253156456836|0.0176197137858|0.0324117977434|0.0131631555747|-0.0264331139647|-0.00609434257158|-0.0121863101779|-0.0154147875998|0.010179034651|0.0207797460952|0.00284234140056|0.0151606442319|0.0175498399537|-0.00546570371574|-0.012246121792@0.0232951587924
DECK,"July 5, 2013",TB|TVBF|TVB,0.00248453546534|-0.0190957572077|-1.63689375896e-05|0.00623648038159|0.00400143997375|0.0153022623111|0.0329141667272|-0.0166503580042|-0.029744465995|0.0102221348894|0.00923264743542|-0.0382756723404|-0.0121059095206|0.00716640272162|-0.00620127166931|0.0144220143916|0.0344378092065|0.0120712662496|-0.00447058236162|-0.0037643196312|0.00610567515106|0.014498360069|0.0182347231798|-0.00908073378062|-0.0167427335594@0.0228506388642
TGT,"March 11, 2015",TB,0.0115777929652|-0.00290930917341|-0.000923203759329|-0.00546207328674|0.00468748668497|0.0121047119807|-0.00767220909626|-0.00181878559538|-0.00110052746582|-0.00283992024569|0.00410739920895|-0.000750419304325|-0.000861287840826|0.00829969593937|0.00402765799506|-4.7915905297e-05|0.00652127131178|-0.00702658947198|0.0143112483805|0.000600877794925|-0.000879869202515|0.00851395707736|0.00157127139552|0.00826538415492|0.00788731609835@0.0116024485958
BBBY,"July 12, 2016",TB,0.00381710810481|0.00157249527952|0.00946743042102|-0.0093961773389|0.0379000528451|-0.00482559705209|-0.0152341675518|0.00356623165343|-0.00584499072912|0.0452596034425|0.00397732534331|-0.00315481539549|-0.0162549684193|-0.0123385892577|0.00599059803864|-0.00952693904995|0.0236615302456|-0.00220464783069|-0.000184093301476|0.00884557996945|0.0021205922321|-0.0125418821736|-0.00544927015299|-0.0108079615878|-0.000968304755521@0.0147929330596
HPQ,"April 12, 2017",TB|T100,0.00149805585423|-0.00277216126097|-0.00911593354051|0.00108456278305|-0.0195685587485|0.00384007346763|-0.0107076732325|-0.00200905670452|-0.00355194467135|-0.0074613316658|-0.00520031907963|0.00938643384634|0.00963896364526|-0.0204232348999|-0.00155561251118|-0.00448249382307|-0.0195416953281|-0.0160680101738|-0.00858112412214|0.000323063718427|0.0264434657787|0.0104068304004|-0.00994407659631|-0.00504765093943|0.00398762634492@0.0192376545718
CCV,"March 27, 2015",TB|T100,0.00501556663618|0.00339910345311|-0.00336533882308|0.00342567915365|0.000700436419157|-0.00734684672706|-0.00131271711441|0.00571447336241|-0.000521596943095|-0.00498735752337|0.00375359391252|0.00067876575741|-0.000114836860241|0.000892638785008|-0.00311105586895|-0.00146560916771|0.00156960614648|-0.000771706887328|-0.00259011630395|3.10612035042e-05|0.000790743583464|0.00226108661689|-0.00411777104545|-0.00299623876199|0.000216811420714@0.00279513310158
TEX,"January 31, 2014",TB|T100,-0.00121990794929|-0.00126477388352|-0.0287656188435|-0.0156321623204|0.0228395851997|0.00300609406666|-0.00352907496056|0.00809518721346|-0.0063547505584|0.00203679662335|-0.00321663925601|0.00866227221305|-0.00699488882972|-0.0308682500052|-0.00690640082067|-0.0103278210318|0.018433921034|0.0112182603452|0.0125469336676|-0.00386395448173|0.0450944861974|0.0246738835353|0.0285566402753|-0.0410944415839|-0.00789634798602@0.0135824505924
MCK,"March 30, 2009",TB|T100,-0.0285100319182|0.000605408914641|0.0138087567858|-0.0179146127587|-0.0104123654434|-0.0154161942087|0.0459443817016|-0.19477892119|-0.0177598349279|0.00941686407346|-0.0225651910943|-0.00928475619078|-0.0154240320534|-0.00356337263173|-0.0253156465248|0.00282590807711|0.00615274912359|-0.00331463311433|-0.0253989515754|-0.00311028199091|-0.00670831841871|-0.043035358609|-0.0229306540288|-0.00355698648397|-0.0556857810071@0.0263596930504
LLY,"June 1, 2017",TB|TVBF|TVB,ERROR
AMGN,"February 29, 2008",TB|TVBF|TVB,-0.00717601194368|0.0200455486805|0.00732404477983|0.00538667535107|0.0298472415933|0.0111001843516|0.00166159676586|-0.00734429477632|0.0105122359667|0.0144379447784|0.0150165193651|0.0161918284991|0.00783719493763|0.0165422267044|0.000322286912402|0.0151411802801|0.00908949445837|0.0273272977743|-0.0192910508674|-0.0170344426199|0.0187526667121|0.00239283511131|0.0120320330345|-0.00916253596011|-0.007873744029@0.0164014650701
DEPO,"June 17, 2014",TB|TVBF|TVB,-0.00402581574938|0.00134093496207|0.0215923107048|0.0147581990442|-0.0152511680631|-0.0111015219697|0.0538881179877|-0.0306972763905|0.0189690441033|0.0778984570821|0.00351612328424|-0.0470226355582|0.00702912556428|-0.0127541564042|0.0109985089797|-0.00674292198384|0.0158856801059|0.00321241509395|-0.00152621737059|-0.043980545898|-0.00317046098615|0.0206542372973|-0.00787336766961|-0.00734857369332|0.0170939349821@0.0302686133118
BGG,"May 8, 2013",TB,-0.00758947987645|0.0113324245252|-0.00509050974492|-0.00367084140996|-0.00722058449502|0.0123549423136|-0.0107989947032|-0.0777048557122|0.00692198463897|-0.0124435920903|0.0237538488434|0.0114022375956|0.00242138113422|-0.000562623438776|-0.00690632376322|-0.00159219048868|-0.00564575223167|-0.00605837679315|-0.00757792934335|0.00287609286149|0.00339663346892|0.00200649796485|0.00264698448537|-0.000185624385963|-0.000600542055814@0.00992516488174
AMAT,"July 23, 2010",TB|T100|TVA|TVB|TV100,-0.00905538853644|0.00740277746272|-0.00641326742512|-0.00293781047605|-0.013637500788|0.00330810603132|0.00608767053151|-0.0199691541064|-0.00178848629294|-0.0186140563758|0.00521883315688|0.00329992956519|-0.00528094924176|0.00174050895176|-0.0048624766015|0.012166890005|0.00956859843433|-0.0180177476093|0.00372781023801|-0.00824741757859|-0.00874396299636|-0.0110644786599|0.00660590063316|-0.0106743608252|-0.0306422428886@0.0113936223125
PHG,"March 25, 2008",TB|T100,-0.000505903236387|0.0114673334549|0.0109931585398|0.00305152974562|0.0173072796294|0.0222602328427|0.0103289297341|-0.00320897304449|0.00905973599467|0.00285730933184|0.00756876580179|-0.00800901047926|0.0142929330293|0.0281130957352|-0.00240321872228|-0.0347970044882|-0.00416064974766|-0.00898392369966|-0.0359307112006|0.0195005491287|0.00603779136905|0.0272581992653|0.0256794854306|0.000827282242318|0.0123604394935@0.0171545454913
CRDS,"December 23, 2010",TB,0.00321428837029|-0.0395486659972|-0.0426572091527|-0.00867453197171|0.0104614072833|-0.0366915809627|-0.00245920880836|-0.0394110119057|-0.00294595041437|-0.00399731696719|0.0447142863958|-0.00983210995792|-0.00336055690483|-0.0329580764776|0.0284271393646|-0.111143633305|0.018071690287|0.00682049846303|0.0319786480433|-0.0217196362501|-0.0277048613727|-0.0036619035976|-0.0688186213003|0.0511192564948|-0.0336338150043@0.0676549751021
IPCI,"June 20, 2011",TB,0.0253137916408|0.0242022978496|-0.0252581546654|0.1651269936|0.0581993307588|0.00459454231798|-0.0159870035229|-0.00569415438033|0.00908070500984|0.00947125585243|0.0581245394428|0.0114013009822|-0.0527260728931|-0.0368164404266|0.0873846153286|-0.0462067428909|-0.0481905128301|0.0917972423497|-0.0179872881795|-0.00345589906691|0.058543085584|0.0680759832264|0.00569269352476|0.0097939579771|0.19646124078@0.0634513996522
TXN,"January 19, 2016",TB,-0.000978824624334|0.00528051191032|0.00014980414674|-0.0259577748122|-0.00805389664791|0.00252729325301|-0.0051944534391|-0.00523297674868|-0.00711352304174|-0.0172780605004|0.000950221214167|-0.0173359732794|0.0102250448593|-0.00129550104047|-0.0157758307008|0.00566652303665|-0.00407313513774|-0.00895096700519|-0.0208322355565|-0.00513414793554|-0.00740777203644|0.0552371199641|0.00218916053102|-0.0222691085969|0.0248141977704@0.0194455455489
IPXL,"April 8, 2011",TB,-0.0151347791304|0.00808565354298|0.156732721957|-0.0105489444612|-0.0402569253838|-0.0202540225294|-0.00343580997902|0.000775350865842|0.0277487148397|-0.00356224901506|0.00962942266347|0.00626190957354|-0.0045723991388|0.0107708718471|4.04919307382e-05|0.0016925456649|0.0234611296996|0.0372044463024|-0.00802500853155|0.019789353974|0.0072917846341|0.0117609668213|-0.0076458256501|-0.000210779808428|0.00491565979119@0.024372500583
SP,"December 12, 2016",TB|TVBF|TVB,-0.016996967492|0.0156377800403|0.00394703911031|0.0127137005742|0.0197635260516|-0.000196319872788|-0.00928691219821|-0.0115816060811|0.0151177615537|0.0149143719754|0.000985000401439|-0.0301415627587|0.0106070938163|0.0101601791644|0.00706709963302|-0.0146107479823|-0.00926345211918|-0.00861185061942|-0.0304117671094|0.00956855653745|0.0200248764881|-0.0126931422194|0.00307100351551|-0.00202244132078|0.0375251267053@0.00908886133991
AAPL,"February 23, 2015",TB,0.00463655706223|-0.00440577874707|-0.0178761798967|0.0692154770948|0.0195978778681|0.00811771099377|0.00941141809679|-0.0128281597951|0.0133325089491|-0.00780080071059|2.89885425407e-05|0.0175233095662|0.00317638941897|0.0229674549853|0.000814755379872|-0.00184949464377|0.00637123812955|0.000919648510996|-0.00345899272264|0.00200984009671|0.0268863839766|-0.00153692177461|-0.0289230527455|0.00975745079833|-0.00517422272107@0.00759421858174
BDC,"October 10, 2014",TB,-0.00776536329405|-0.00809476264415|-0.00950030051524|-0.00613263675301|-0.00317531654155|-0.00157588632548|-0.00924463799489|-0.0155333996675|0.00158931097004|0.00737580054327|0.00603197652617|-0.00343211515866|-0.00614535154658|-0.00264222898141|-0.00823765889205|0.00187922697418|0.0137626126618|0.0105856791324|-0.0145552683846|0.00884159029105|-0.0082257845157|0.0179921526332|0.00815340365328|0.0151851411749|0.00243429993468@0.0133522036599
VAR,"April 25, 2012",TB|T100|TVA|TVB|TV100,0.0030287058033|-0.00485876284534|-0.000874981069892|0.000746848151322|-0.00630325338132|0.00957650182033|-0.00533751739702|0.00135692485961|0.00156280986325|0.0057835832717|0.00312691659858|-0.00164089412386|-0.0102532044198|0.00645084733471|-0.00353759069025|-0.00377847454|-0.000179261668797|0.020360235977|-0.00122911955148|0.00949952064541|0.016583410649|-0.100679563626|-0.00878984994741|0.00852850010364|0.0182137720455@0.00846710494468
CAJ,"May 25, 2011",TB,0.0544754164132|0.0175000637506|0.0152392715726|0.0143538709587|-0.00968930942035|0.00915233778376|0.00896855341972|0.00285365174114|0.0078615128824|-0.000253750178516|-0.00840025995361|0.00381449029774|0.00843358883767|-0.00132129349999|-0.00281999575326|9.16348320548e-05|-0.00231374205369|-0.00230094154852|0.00349288810403|0.00214558364855|0.0327948974987|0.0411816445954|-0.00189422248811|0.0138097993664|0.0151160782003@0.0217320470185
IBM,"January 18, 2016",TB,ERROR
SUPN,"October 3, 2014",TB|TVBF|TVB,0.00292096768766|0.0110271636963|0.00941078255832|0.0315365028104|-0.00442405380789|-0.0119249169851|0.00216399772759|0.00603903922299|0.0235244656065|0.00236605929434|-0.0265320980361|-0.00680310056615|0.0429847872896|-0.0117229301594|0.0235450241311|-0.00917268672744|0.0616393175581|-0.0119840577354|-0.0019370767008|0.0341361498115|-0.00552154098115|-0.000333977465236|-0.00475144800229|-0.00265617005997|0.0198759007553@0.0269675077569
CFG,"August 3, 2011",TB|T100,ERROR
AAPL,"August 26, 2013",TB|TVBF|TVB,0.0213278755701|0.0108269950486|0.000354039433504|0.00274794681287|0.0141087893044|0.0146593282769|0.000139974283221|0.0075052607067|-0.00201987075544|-0.0109131248611|0.026885676627|0.0495919256674|0.0252960321574|0.0156244862825|0.0139571605712|0.0151902905091|-0.0178182144125|0.00759114639778|-0.00458904294532|-0.00268039418961|0.00360172509833|-0.0112718308851|0.00568040904277|-0.00408058488794|0.00269414797241@0.011528733584
F,"October 22, 2012",TB,-0.0104188153433|-0.00981852718858|-0.00516240599045|-0.00668550392241|-0.0101957382955|0.000615584184128|-0.0189535574302|0.0134370227606|0.00132798787654|0.00173153880814|-0.011456388847|0.00832911252474|-0.0129753337493|0.00469111013853|0.0112000283516|0.00136613765736|0.00240335994053|-0.00841576029066|0.00164640858978|-0.0172032218647|-0.00439178034555|-0.00475757102354|0.0130159209341|0.018735925473|0.00142018656149@0.00857118254734
MTB,"August 2, 2011",TB|T100,-0.00492382197907|0.00646543267328|-0.0061112800828|-0.0104866948866|0.00388475552117|0.0120893362482|-0.00994399932265|-0.00932927817393|-0.0088738937592|0.00171887182531|0.00858717117691|-0.00593626175441|-0.0121859378465|0.00911848041289|-0.00343833868999|-0.00330852737939|0.00225672199942|-0.00749353300553|0.00140559723521|0.0136465596617|0.00207977817171|-0.0204973059462|0.00807364998011|-0.02715337726|0.00614344459736@0.00633979418524
FII,"October 22, 2015",TB|T100,-0.00317259720716|0.00611058537017|0.000887930385547|1.63357069677e-06|-0.00334756751408|0.0157750144526|-0.0340569559504|0.00165414920011|-0.00634200994923|0.00948076752713|-0.00944591643571|-0.00795919967182|-0.00477408346409|-0.00566909995941|0.0056307680742|0.00332592130776|0.00801897624015|-0.0063068809441|0.000942680975998|-0.00116110313714|0.00836593784179|0.0208450950523|0.00866394560577|0.00732665224546|0.0102572017759@0.00793420193705
GE,"May 28, 2013",TB|T100|TVBF|TVB|TV100,-0.00362039220071|-0.00158873789782|0.00903586144572|-0.00329002544722|-0.000683283112185|3.64189020485e-05|-0.000164075259059|0.0114829264896|-0.00574887961614|-0.000254619729706|-0.000220581441476|-0.00361233414789|0.00629414906578|0.00765938211075|-0.00148668173982|0.00683545290941|0.00353910146636|0.0210503348886|-0.00568092597345|-0.00361040624427|-0.00486197039485|0.0123083872229|-0.00565079234306|0.00289533077904|0.00934654310883@0.00497465434958
TGT,"August 9, 2010",TB|TVBF|TVB,-0.0159893414581|0.00703233326365|-0.000498151468726|0.0214919180959|0.0145572118942|-0.00306991108431|0.0104575778244|-0.00567118463524|0.012353326651|0.00870853009664|0.0138691363017|-0.012894680366|-0.00187425671847|-0.00265591505216|-0.00147350854836|-0.00757355053434|-0.00887600627504|0.00843935971411|0.0258633572164|-0.00523090859274|0.0187782282637|-0.0039370191144|0.00368597560854|0.00141636223438|-0.0181869799074@0.011418851961
DHR,"June 14, 2017",TB,ERROR
PLT,"May 10, 2011",TB,-0.000491934215056|0.00362321647927|-0.00180004248693|-0.00800168580328|-0.00952704228638|-0.011908010541|-0.0147087552667|0.00474259015308|-0.00950893752845|0.00444970817916|0.0192067728108|0.00405627223578|0.00319871677967|0.0140969036387|-0.00782301663572|-0.00415838911336|-0.015832482593|0.0450606617588|0.0114962864516|0.0103127519897|0.0193052611274|-0.00887800791978|-0.0140406722912|-0.00468475640231|0.00743866121066@0.008848185586
